	Unnamed: 0	Sentence	Label
11188	11188	oruvarukkum anjaatha maravar koottamada   devar thunai	Mixed_feelings
11189	11189	paaaaaahhhhh.... chance eh illa.... thaaru maru thakalk soooru.... thalai viduthalai cizhigali paarada....	Positive
11190	11190	vivegam trailer #491k da just 4 week	Positive
11191	11191	semma movie irukka poguthu ennoda birthday ku release aganu aug 06 title tha maranaa masssssssssssssssssssssssssssssssssssssssssssssss............…………........................………...	Positive
11193	11193	thala marana mass i am waiting	Positive
11194	11194	ayyoooo sema da sankar sir ranjini waiting for movie	Positive
11195	11195	idhu oru  short film movie	unknown_state
11196	11196	im vijay fan .....but thala trailer semaya iruku	Positive
11197	11197	oh ithuthan jathi veriya ellam mel jathium onnuseruragapa🤣🤣🤣	unknown_state
11198	11198	sahoo - 12m nkp - 9m only so ,sad	Negative
11199	11199	suriya nadipu + u1 music + selva direction =  vera level	Positive
11200	11200	teaser mokkaya irukunu solravanga mattum like pannunga	unknown_state
11201	11201	may 31st seekaram vanda nalla irukkum	unknown_state
11202	11202	ayyyyyyyooo thala marana massssssssss chance ae illa intha padathukku 2 years wait pannathula thappae illa..thala unga hard work kku neenga ippo irukkra level lam summa neenga innum vera level kku povinga	Positive
11203	11203	naadaga kaathal pandravanukku inththa padam oru paadam....	unknown_state
11204	11204	saathiveri devidia paiyalugalaa ezhuthivachchikoangka daa innum 30 varudam thaan apparam ungka saathi pundalaam ozhinjchidum ulagam eppadi valaruthunu theriyala kundu sattila kudhirai oottittu kadharittu irukkaanungka....	Negative
11205	11205	ultimate star thala ajith kumar vera level	Positive
11206	11206	vaera level suuppar hiiroo padam poala vaazhththukkal ravee koomaali	Positive
11207	11207	raja rani - mouna ragam  theri - satriyan	Positive
11209	11209	naadagak kaathal kumbal, 200 roopaai parambarai kotthadimai oopis &  soriyaan groupskku sariyaana seruppadi.  ivanum inimael aduttha jaathi penkalai yoasikka kooda koodaathu	unknown_state
11210	11210	maniratnam padam engada odapovuthu? ithuvum flop film.. no doubt..	Negative
11211	11211	ithu 96.. haha apdiyae sotta mandaila aani adicha maathiri iruku🤣🤣🤣	Negative
11212	11212	0.42 secs goosebumps yuvanism  legend selva raghavan	Positive
11213	11213	pakkava irukku str ,arun vijay,vijay sethupathi,aravind swamy semaya irukkuanga waiting this movie sema aarvam	Mixed_feelings
11214	11214	appudila nadakathu.... nadaka kudathu....             thala	Positive
11215	11215	kizhavi yaiya poai thalaivi nuu solli engka jaiah ammaiyarai kevala paduththittungalaeiyaa	Negative
11216	11216	idhu tamil padam mathiriye theriyala wow	Mixed_feelings
11217	11217	verrraaaaaa level thalaivar......  pongal semma treat tha...	Positive
11218	11218	ellam ok than padam mokkaya illa ma iruntha ok than... pa...	Negative
11219	11219	confirm 3d.....  from malaysia.......  kabali epdi fdfs ohhh..... kaala epdi fdfs ohhhh ....adhe thandaaaa 2.0	Positive
11220	11220	title design draupadhi by my thanai thalaivan anbu nanban praveen kumar!!! pk	Positive
11221	11221	yaruda intha hero moonu pongala onna saaptu silamba sutha sonna avan suthuran aandava enna kodumai ithu	unknown_state
11222	11222	waiting for kaapaan just bcoz selvaragavan movies r overrated or just avg movies  kv anand - suriya	Mixed_feelings
11223	11223	semma mokka and as usual a masala movie	Negative
11224	11224	raamanaadu maruthu paandiyar vamsam saarbaaga vaazhththugal	Positive
11225	11225	1 million likes and 1 minnlllskao views	Positive
11226	11226	oruthar mela irruka viswasathukka mathavangala en asinga paduthiringa.  thala thala thala	Positive
11227	11227	vaazhththugal sonnaal mattum poathaathu kandippaaga inththa padam paarkka vaendum	Positive
11228	11228	only 10m views and 399k likes	Mixed_feelings
11230	11230	deiii mve release pannuga ta marana waiting la irkn	Mixed_feelings
11231	11231	vaera level poala padam. arumai arumai	Positive
11232	11232	yennada idhu arya va pakathulaye vechutu sayesha va suriya ku heroin uh potrukinga	unknown_state
11233	11233	viswasam trailer pathutu vanthavanga like podunga!!...	unknown_state
11234	11234	yuvan sir ,, mangatha mathiri our mass bgm podunga!!!!	Positive
11235	11235	semma semma  theater kala gatapoguthu	Positive
11236	11236	i am rajini fan but i like suriya sir	Positive
11237	11237	inththa samuthaayaththil nadakkum naadaga kaathal endra unmai sambavangalai velik kondu vantha annan moagan avarkalukku vaazhththukkal	Positive
11238	11238	ennada one million like kuda illa	Negative
11239	11239	dai..edhachum pudhusa pannu da..unna troll panniye engalukku bore adikudhu	Negative
11240	11240	padam eduththavangka maela endha kuraiyumillai aanaa ippa padam devaiyaa arasiyalvaathinga mattumthaan jaathiya paththi paesittu irukkaangka naamba paesanumnu avasiyamillai	Mixed_feelings
11241	11241	thalaivaaaaaaaaaa <3 <3.... marana waiting..... tharamana sambavum <3	Negative
11242	11242	dislike podura alavaku intha trailer yathum illa so 🤩	Positive
11243	11243	vettuva gounder saarbaga intha padam mega hit aaga vaazthukal. itha paathavathu therunjukonga.	Positive
11244	11244	idi kada maku kavalsina surya cinema. plzzzz release telugu version at the same time sir...	unknown_state
11245	11245	verithanan semma mass trailer.... theatre la kili kiillii kiiillliiiiyaapodhu :)	Positive
11246	11246	enna padam eduthalum thiruntha maatom kaasu vaangitu thaan ottu podavom	Negative
11247	11247	hollywood ya no tiene nada de. creatividad	Positive
11248	11248	adangunna, adanga koodaathunnu engka annan sollirukkaaplai   #thiroupathi	Mixed_feelings
11249	11249	yaar yaar lam indha movie oda bluesattai review ku wait pandringa like podunga paklam	unknown_state
11250	11250	aayutha ezhuththu madhiri irukkae enakku mattumtana !?	unknown_state
11251	11251	1:31 thala mass	Positive
11252	11252	inematu aanava kolai pandratha kooda romba sari nu thaan sollaporinga...chi naygala idhu varikum aanava kolai la sethu ponna athana pethoda sabam um indha padathula nadicha ovvoru thaar melaum irukum...enda indha padatha eduthom nu idhulla nadicha ovvorutharum kavalai paduvinga...nadakum...kadavul nu oruthan irundhan kandipa nadathuvar...	unknown_state
11253	11253	2036: rajini : nan arasiyaluku varuvathu uruthi	unknown_state
11254	11254	ithu you tubula pannitaga pa  this is copy	unknown_state
11255	11255	first dialogue by makkal selvan vjs	Positive
11256	11256	samudra kaniyin padaippugal ellaamae maattraththai nokkiye irukkum nuu thaan sollanum  inththa naadoadigal 2 vetrtri pera vaazhththukkal chaar	Positive
11257	11257	eppavum poala typical mishkin iyakkam	Positive
11258	11258	102k views.... 140k liks.... how is it possible 🤔🤔	Positive
11259	11259	yaaru da periya veetu ponunga ella cast layum pichaikara pundainga iruka than da seiranga.	Positive
11260	11260	udhayanidhi stallin avarkalin puthiya thoattram varavaerkaththakkathu thiraiyarangkil kaana ethirnoakki irukkintrana...	Positive
11261	11261	jaathigal ullathadi bappa  idhu kurumbar samuthaayam mattum solla villai anaivarum kooruvoam ketha kurumbar magan  engkalukku aadu maeikkavum theriyum oththaa aala thookkavum theriyum  engkal saarbaaga thiraippadam vetrtri pera vaazhththukkal	Mixed_feelings
11262	11262	vera level trailer mass thalaivaaaaaaaaaaaaaaaaaaaaaaaaa it may add in one of the best movies in 2019 list  thalaivarr mass patitaru	Positive
11263	11263	suriya anna came back idu than suriya style..	Positive
11264	11264	"surya acting oru pakkam verithanam na..yuvan music athuku mela. verithanama iruku...aaga motham padathuku verithanam overloaded. end dailogue """"""varum paar"""""""	Positive
11265	11265	rupakdharshaan  e.d   1st  november	unknown_state
11266	11266	ena da aarya va mokka pantiga	Negative
11267	11267	that aamai kunjchugal kadharal movement here )	Negative
11268	11268	surya anna vera level like panugua....	unknown_state
11269	11269	sk vukku theme music vaendum thala yuvan! title bgm semma .	Positive
11270	11270	thalaaaaaaaaaaaaa...... wow fight scene iruku.... namaku treat iruku	Positive
11271	11271	2.01semmma bangam panniteenga............ one line semma interesting  screenplay um nalaa irrundhaa magizhlchchi	Positive
11272	11272	ithu 10m varathukkula , azhaporan tamizhan 20m reach agidum... lalalalaalaa..	Mixed_feelings
11273	11273	jaathi, madha vaerupaadu intri vaazhvoam. idhu vada naadu alla tamilnadu. (tamizhan endru sollada thalai siranthu nillada)	Positive
11275	11275	sethupathi anna va pakradhuke polame padathuku	Positive
11276	11276	dislike panravan vikram fan ha irupan 🤙🤙🤙	unknown_state
11277	11277	like podunga  patha mattum podhadhu	Positive
11278	11278	ellam avan seyal - version 2.0	Positive
11279	11279	ajith ku set agala.. no mass scene	Positive
11280	11280	poyi poyi ivellaa mass kaatta aarambichitta	Negative
11282	11282	iththanai jaathi irukkae daa ?aendaa oruththana mattum  otthukka maattinga idhukku paeru tanda jaathi veri	Mixed_feelings
11283	11283	koomaali paduthoalvi adaiyum. devadia mavan koomaali ozhiga	Negative
11284	11284	pazhaginaal paasam  pagaiththaal naasam  ivan vanniya kuula vamsam..  naadaga kaathalai karuvaruppoam..	Positive
11285	11285	soorarai pottru teaser paathuttu vandavanga like pannunga🤗	unknown_state
11286	11286	goona be best indian movie till date	Mixed_feelings
11287	11287	sema sema sema thala love you...	Positive
11288	11288	thala + yuvan bgm vera level	Positive
11289	11289	seems to look like masala movie	unknown_state
11290	11290	rajani naa massda.. ajithnaa looseda.. namma super starku meela ewanda...	Mixed_feelings
11291	11291	1:19    teejay	Positive
11292	11292	jayangondam kaaduvettiyar paasarai padaththil arimugamaagi irukkum jayangondaththin naayagi pada kuzhuvinar anaivarukkum vaazhththukkal	Positive
11293	11293	rajini arasiyal vareenu sonna dhu dec31,2017 avara troll panra alavuku inga evanum peria pudingi ila  jayamravi kitta idha expect panla naanu	Negative
11294	11294	love  uu uu uuuuuuu thala... mass.... ayyoe super super... thala semmmmmmmmmmmmmmmmmma	Positive
11295	11295	real time views 4.7m views n 400k likes	unknown_state
11296	11296	sema mass thalaivaaa innum eththana years aanalum unna adichukkathukku aale kidaiyathu	Positive
11297	11297	vaettuvagavundar samuthaayam saarbaaga vetrtri pera vaazhththukkal	Positive
11298	11298	idhu tanda unmaiyaana samoogappadam. adutthavan kudumbaththai kedukka ninaippavankku mattum thaan idhai paarthaal koavam varum.	unknown_state
11299	11299	like or die in 29 seconds!	unknown_state
11300	11300	kani anney fans hit like 🤩🤩	unknown_state
11301	11301	0:26 manivannan thane athu.avuru innu irukkara.iruntha santosham.	Positive
11302	11302	vijay anna rasiganin manamarndha valthukal to ajith. sir	Positive
11303	11303	jathi kal illayadi papa nu thappa sollittu poittaru antha mamanithan 🤐	unknown_state
11304	11304	inga ajith international interpol ah nadikiraru  inga vj pandaram pattaiya pottu panchayathu board thalaivara nadikurane	Mixed_feelings
11305	11305	kola gagdla irruken....magane kollama vida matten.....badsha 2.....	Positive
11306	11306	500k likes kooda varalaya ithuku yenna reason solla poreenga ya 🤣🤣🤣	unknown_state
11307	11307	south side la irukuraa thevar community saarbagaa vazlthukalll	Positive
11308	11308	thirunelveli maravar samuthaayam saarbaaga thiraippadam vetrtri pera vaazhththukkal...	Positive
11309	11309	intha teaser la vara kadaisi dialogue remove panna mudiyuma avar pecha avanga rasigargale kekamatengranga apuram ethuku intha dialogue	Positive
11310	11310	semaaa super suriya anna marana waiting..... love u lot na	Positive
11311	11311	22 lakhs+ views in just 18 hours....!!!omg..... vijay masss in youtube !!	Positive
11312	11312	nalla iruku  ar bgm therikuthu	Positive
11313	11313	thaamarai malarthum onnu dha rajini arasiyal varadhum onnu dha rendu onnuku onnu salachadhu illa	unknown_state
11314	11314	kaappaan trailer ku aprm yaaru itha paakuringalo oru like a thattu	unknown_state
11315	11315	varungalam nammai potrumada semma super mass thala	Positive
11316	11316	like rekka.. namma veetu pillai .kuda vidalam.. mass ah irukum	Positive
11317	11317	50k view 81k like 1.1kdislike 🤣🤣	Mixed_feelings
11318	11318	thuluva vaelaalar saarbaaga iththiraipadam vetrtripera vaazhththugal	Positive
11319	11319	sasikumar banes thooththukudi maavattam vadakkuparumbur oottappidaaram	Positive
11320	11320	2:18 thalaiva unaku inum vayasu aagala...kutty paiyan ya... semmma dance🤗🤗 marana mass petta paaraakkk varannn varan	Negative
11321	11321	varlam vaa bairava merasal teaser we are waiting thalaivaa	Positive
11322	11322	thirunelveli viswakamma samuthaayam saabaaga thiraippadam vetrtri pera vaazhththugal	Positive
11323	11323	karunas sir yentha saathila kalyanam panaru	Positive
11324	11324	ena story nu guess panna mudiyala	unknown_state
11325	11325	parkavakulam (mooppanaar, udaiyaar, nayinaar) saarbaaga migapperiya vetrtriyadaiya vaazhththukkal.	Positive
11326	11326	oh god minimum naalu maasam wait chyyenam	unknown_state
11327	11327	401k likes enna oru verithanam. ... one week more. ....	Positive
11328	11328	kongku vaelaalar kavundarkal saarbaaga padam vetrtriyadaiya  vaazhththugal . kooyamuthoorla ellah theaderlayum padam vetrtrivaakai soodinum... ellah kavunda sonthangalum oththulaippu kodutthu padam vetrtriyadaiya udhavanum...	Positive
11329	11329	kathir unmayana hard worker nalavan avan jeiknum manasara nenaikra pasanga matum like ah therika vidunga	unknown_state
11330	11330	satyama sollren da...enala thanga mudila da...inimey ipdila biopic la evanum edukathinga	Negative
11331	11331	#kaappaantrailer coming soon intha tweet ah paathuttu vanthavanga like padunga	unknown_state
11332	11332	maaveeran kaattuvaettiyaarin asiode padam vetrtri pera vaazhththukkal	Positive
11333	11333	ellam avan seyal movie matheri iruku	Mixed_feelings
11334	11334	ithellaam sarvvasaathaaranam for suriya annan  kaathirippom	Positive
11335	11335	what a stupid movie, you saying kadaram kondan, a malaysian movie documentary, but im seeing actions........ disgusting.....	Positive
11336	11336	stupids..  rajini 1996'le sonnathu vera. aana ippo varaikkum rajini'ye target panringee.  mr jayam ravi..its not your vijay. its rajini.sonathe kandippa seivaru.  vijay mathiri fans kitte kaasu vangikittu, taanam tarmam seiyarathu	Mixed_feelings
11337	11337	naadar inam makkal saarbaaga padam amoga vetripera vaalthukal	Positive
11338	11338	bokkiri raajaa fans hit like.. 🤭🤭	unknown_state
11339	11339	a enna thevanna summavaa un movie otathu	Mixed_feelings
11340	11340	90s kids kagave  sethukirukkagada .... vera level verithanam...	Positive
11341	11341	different ana making ah iruku... onume puriyakudathunu edit pannirukanga... but oru seirous ana flimah irukum kandipa athuku aruvithan sample...	Positive
11342	11342	thala vera level massss... 1m likes soon	Mixed_feelings
11343	11343	rajine sira kindal pana ne yaruda venna	Negative
11344	11344	akshay  kumar  fans  hit like ...	Positive
11345	11345	innaiki kulla 800k likes varanum	Positive
11346	11346	thala thala thala mass mass mass	Positive
11347	11347	appu, ithu enna telegu padam matri iruku. !  tamil padam yedugeda!	Negative
11348	11348	bigil kaithi vijay ajith nu.. chai tamil cinema la ipathan konjam nalla padam la varuthu  athu sanda	Negative
11349	11349	kappan sollitu ellathaium bomb vachu azlikuraru	Negative
11350	11350	manithan piranthalirunthu kaathal irukku.   kaathalil  ellah samuthaaya aangalum emathurangka.  sila samayangalil penkalum adhai seikiraargal.  idhu avarkalin thanipatta vishayam, adhai kavanitthu kolla avangka kudumbam & arasu irukku.  vaeru saathiyil kaathalitthu thirumanam seithaal kolai seivathu migavum kadumaiyaana kuttram.  saathi aanava kolaikku aatharavu tharuvathu poala ullathu inththa padam.  migavum moasamaana muun udhaarnam.	Mixed_feelings
11351	11351	tamilnadu veerasaiva jangama samugam sarpaga vazhthukkal	Positive
11352	11352	if u noticed ? ikkaatchiyil varum manitharkalin kankal asaivintri kaatchippaduththappatlathu...	Positive
11353	11353	#1 on trading 3 days thala na sumava	Positive
11354	11354	confirm padam flop aaga pothu......waste....tamil makkalukku edukka sonna...ivanunga english padatha tamilla dup pannirukkanga..... karumam da	Negative
11355	11355	vivegam > bahubali 1 + bahubali 2! im just over hyped vijay fan! samma!	Mixed_feelings
11356	11356	ungalala mattum epdi ipdi shot vaika mudiudhu.....hatsoff vetri sir	Positive
11357	11357	enna raja sir aaanmai ilaya beethoven pieces ah use panrigo🤣🤣 boomerang	Mixed_feelings
11358	11358	enna ya holly wood ye munji duva pola myskin	Positive
11359	11359	unnaku enna pa hero padathala la nadikira	Positive
11360	11360	vilayadalama thalaivaa u rock alwayz...luv u thalaivaa  varla varla vaa varla varla va bairava rockzzz..	unknown_state
11361	11361	like potutu tha video papen... vetri + dhanush = blockbuster	Mixed_feelings
11362	11362	#makkalselvanfans sir like here 🤟 i am from telangana @hyd	unknown_state
11363	11363	again and again  watching	Positive
11364	11364	all kerala superstar fans like here	Positive
11365	11365	anbu annam super bro correct questions	Positive
11366	11366	history maker thala.......tamil il oru hollywood padam......thala da..........	Positive
11367	11367	indha deepavaliyum namakku than vara pora pongalum namakku than .... bhairavaaaaaa ...	Positive
11368	11368	thalaivar's dance in last scene looks like silambattam movie simbu avlo energetic a irukaru pa🤘🤘🤘🤘🤘	Positive
11369	11369	str str str str str str str str str str str str str str str str str str str str str str str str only thalaivan str	Positive
11370	11370	enna kathir saar bigil shooting'la ulla athey football'e ingayum eduttu vanttinga pola super saar	Positive
11372	11372	neega vena mass ah irukalam aana en mass enna nu theriyathula october la katren  super thala	Positive
11373	11373	suriya anna support i am big fan of u .... i love you anna....	Positive
11374	11374	intha week kulla 800k likes varanum	Positive
11375	11375	kangana as a politician jayalalitha looks like a cartoon	Positive
11376	11376	costumes and dance .....no words to say thalaiva ungaluku inum vayasu aagala.	Positive
11377	11377	viswasam be like konjam othinguru odi padhinguru	Mixed_feelings
11378	11378	inththa naaikal ellaam ippadi thaan kollanum super trailer	Mixed_feelings
11379	11379	deiii saathi veri pidicha mohan director devidiya paiyaaa ,kommala oaaakaa,naaarakoothy,pool suppy ,un vaayila en sunnya vaikka,naarakoothy,vaanniyar kandara oaazhi paiyyaaaa	Negative
11380	11380	surya surya surya surya surya surya surya surya surya surya surya surya surya surya surya surya surya surya surya	unknown_state
11381	11381	thala pola varuma thala gethu da thala fans frm karnataka	Positive
11382	11382	panniyum mannium thotta vettanum sema triler	Positive
11383	11383	pogeda.. nigalum unge padaum.. trailer pathitu movieku ponen paru.. enne sollanum..	Negative
11384	11384	kaththi music maari yaarellam feel panringa .........?	Negative
11385	11385	trileray  ippadinna  muzhu  padam  eppadi  irukkum	Positive
11387	11387	vj na sema mass erukiga..... varala varala vaa varala va bhirava...	Positive
11388	11388	8ntha manitharai vaiththu padaththirku aathaayam thaeduvathu 8singaththin 7llai	Negative
11389	11389	saakkadaikkulla vanthuttoamoanu beal pannavanga mattum laik pannunga..	unknown_state
11390	11390	comments padikka vantha tn ulla neraya jathi per therinjikalamm ... worst ra dei.	Negative
11391	11391	ayyo..alluthu.... naan chinna vayasula epdi yosuchano adha apdiye patha maari irukku	Negative
11392	11392	kaalaa movie rain fight scene la rajni umbrella thookkura scene idhula jayam ravi ditto... anyone identified ?	Mixed_feelings
11393	11393	trailer 2 paagam eppoa padam eppoa arumaiyaana padam veliyaana nallathu  vetrtri pettra vaazhththugal	Positive
11394	11394	hip hop tamizha adhi anna fans like	unknown_state
11395	11395	naadaga kaathalukku ethiraaga ullathaal inththa padam oru thelivai inththa samuthaayaththil aerpaduththum. vaazhththukkal.	Positive
11396	11396	last la vara black dress.. pa chancey illa	Positive
11397	11397	thalaivar dhanush kola mass #asuran	Positive
11398	11398	i am thalapathi fan but i like ajith	Positive
11399	11399	intha deepavali ku oru tharamana padam varapoguthu, so kandippa thalapathi ku adutha padam tharamana kathai ah irukkum #lokeshkanagaraj	Positive
11400	11400	thirukkovilur  saarbaaga padam vetrtri pera vaazhththugal.	Positive
11401	11401	thala fanz lam yenga poniga comments low ah agudu	Positive
11402	11402	thala is back thala una menja alaa illa thala i love you thala	Positive
11403	11403	naanga prabakaranin pillaaigal da poradradhu yenga gunam da .naam thamilar   .	unknown_state
11404	11404	indha movie ku engal nam adharavu kandipaga irukum ... share pannanunga ellarum ...	unknown_state
11405	11405	yogi oda hey, arjun reddy sient	Positive
11407	11407	adanga koodaathu groob unlike pannudhu 🤣	unknown_state
11408	11408	vera level movie  eager waiting	Positive
11409	11409	ithu paakurathuku postman web series jaabagam varuthu	unknown_state
11410	11410	thala, thalapathiya vachi senjitaan. 🤣🤣🤣ivan sirichi  kadaisiyila thala, thalapathy fansa azha vachittaan.	Mixed_feelings
11411	11411	yellam ok but ore oru kavalai vjs ku pair i'll	Negative
11413	11413	yaara neengelam gounder, naadar, thevar, chettiyar, vanniyar nu potutu irukenga.....	unknown_state
11414	11414	19 sec aethum thelungu padamaa ??	unknown_state
11415	11415	shruthi haasan poojai  vaaaasuuuu now akshara vasuuuu	Positive
11416	11416	nama odhingi poarathaalathaan  kaasu irukkintrathunu avan avan katchi arambikran......	Negative
11417	11417	dislike pannavan lam aamainga nu ninaikiren	Mixed_feelings
11418	11418	innum ye trending la varla3.4 m views	Positive
11419	11419	super 1 .38 ..sc seen #templeteam	Positive
11420	11420	semma ya irukku n vera level ma....	Positive
11421	11421	similar to chinthamani kola case? malayalam movie remake?	Mixed_feelings
11422	11422	varlam varlam vaaaa varlam vaa bairavaaaaa !!	unknown_state
11423	11423	1:35  goosebumps  #thala	Positive
11424	11424	kavanichingalaa bagubali kaalakeyan thaan villan	Negative
11425	11425	those vfx nalla illa daaaw guys.. idhu trailer dhaan maa main picture is coming  #2.0 #marana_mass	Mixed_feelings
11426	11426	kumbakonam la porantha oruthan... world level la padam edukkuraan..hats off shankar	Mixed_feelings
11427	11427	sathiyama sollunga suriya fans, ithu ungalukku thevaiya?	Negative
11428	11428	idhu tamilnadu ila enga thala nadu	Positive
11429	11429	thalaivar ah ile senvanna yarukaga na padam pakanam.....	Mixed_feelings
11430	11430	tiruchi maavattam muththaraiyargal saarbaaga thiroupathi padam vetrtri pera vaazhththukkal...	Positive
11432	11432	thala semma will soon you see 500k likes	Positive
11433	11433	semaa semaa anna..movi yappo velila varum..deta solunga	Positive
11434	11434	surya fans like here #ngk  vera lvl trailer	unknown_state
11435	11435	sariyaana neraththil arumaiyaana padam kandippaaga vetrtri adaiyum, arumai sago	Positive
11436	11436	0:45 kutty moonji fans hit like	Positive
11437	11437	90s kids love this movie  jayam ravi sir rocks	Positive
11438	11438	look like dynosre in last seen	Mixed_feelings
11439	11439	kadaisila naan arasiyalukku varuvathu uruthi a..a....a ithu 96 yaara emathureenga	unknown_state
11440	11440	thal nee vera level nee vaa thala	Positive
11441	11441	nanbaa ....jaathi ..ozhikkanumnu padam edukkalaamla aen ellaaraiyum ..oray mugamaa bakka ungkalukku aen customa irukku....jaathi paera solli. paesi .aen engkalukkulla .irukka konja nanja anbaiyum kedutthu vitturuvinga poala	Mixed_feelings
11443	11443	theruporukki naaikalidamirunthu kulamkaakka, kudikaakka, varukiraal ungkalin tiravulapathi	Positive
11444	11444	mogan sir trailer vera leval  movie vetrtri pera vaazhththukkal...	Positive
11445	11445	thala dye adikkam irukanaalathan naama nimathiya irukkamudiythu.thala takkarudoi.....	Positive
11446	11446	70 vayasulayum thanoda rasigargala sandhosapadutha ipdi ulaikuraru ivara poi kayapaduthuranungale echainga ulachu vaalanum	Mixed_feelings
11447	11447	penkalai thavaraaga payanvupaduththum naaikal endha saathiyaaga irunththaalum kandikkaththakkathae. idhai oru saathiyinar mattumthaan seikiraargal endru sollamudiyaathu (uuu: pollachi sambavam). saathiyai izhivu paduththaathu nalla vizhippunarvu aerpaduththa idhu poantra padangkal vetrtriyadaiya vaazhththukkal.	Mixed_feelings
11448	11448	sema. ...  kathirukirom... release kaga.	Positive
11449	11449	vera level. super star ragini  fans like hit	Negative
11450	11450	vijay sethupati fans hit a like	unknown_state
11451	11451	1:40 sec intha scene kagavey movie ku polamnu soldravanga podra likes eh	Positive
11452	11452	unaku nigar ni mattutha thala pathe	Positive
11453	11453	pakka mass trailer,  love u thalaiavaaa , always thalaivar fan	Positive
11454	11454	vikram is like fine wine gets better as he ages	Positive
11455	11455	semma vera lvl by thala fan da	Positive
11456	11456	vera  11 vjs anna fans like podunga🤩	Positive
11457	11457	kadaram kondan movie marana mass waiting	Mixed_feelings
11458	11458	intha 21k dislikes la 90% vijay makkan fans. chinna payaluga.	Negative
11459	11459	chinna vayusaula erila kuzhipola anga pola adhu mela than nadakurom	unknown_state
11460	11460	ayioooooo thala,, sema, am excited to ur screen,,,,,,,	Positive
11461	11461	str overacting pannama irundan na padam hit agum	unknown_state
11462	11462	"joseph, vijayakumar and sarweshvar 3 vijay anna ha? movie'la!!!!?????  ""sarweshvar jk mea  charge leliyaa"" maas maas mass trailer .......  :)  :)"	Positive
11463	11463	dai 600 kodi thevaiya intha movieku varumaiyil vazum eazakku seru potta.....la. natu munnerum....	Negative
11464	11464	kekka bekka short film..mathri iruku..but movie semaya iruka pothu nu ninaikren...	Mixed_feelings
11465	11465	ynada dev padam music la kekkudhu	Negative
11466	11466	do or die  . . kro ya mro	Negative
11467	11467	varlaam varlaam va varalaam va bhairavaaaa! !	Positive
11468	11468	romba nalla irukku .....waitn for d movie	Positive
11469	11469	ipa solluren ya elluthi vachuko....indha padam super duper hitu....inner feelings solludhu...yaaa	Positive
11470	11470	hit like   prakash raj -  00:11  aditi rao - 00:19 thiyagarajan - 00:23 aravind samy - 00:26 jo - 00:39,00:57  arun vijay - 00:44 aishwarya rajesh : 00:48  str - 01:05  jayasudha - 01:14 vj sethupathi - 01:38  thank me later	unknown_state
11471	11471	padam romba amaidiya irukumpola  paawam ajith	Mixed_feelings
11472	11472	thala vera level  kerala vijay fan	Positive
11473	11473	50 k likes in 17 minutes!!!!!	unknown_state
11474	11474	tamilnadu piramanar sangam aiyar mattrum aiyankar saarbaaga vaazhththukkal!!	Positive
11475	11475	hollywood movie eh tuff kudikum poliea indha movie	Positive
11476	11476	anna teaser pataya kelapiteenga na theriiiiiiiiiii	Positive
11477	11477	70 kkum maela paaththaachu. karuppu sattaiyai kadhara vittaanunga...	Positive
11478	11478	any malayalless surya and mohanlaal fans like here  malayaalis  ngk	unknown_state
11479	11479	draupathi padam vetri adaya pandaram jaathi sarbaga valthukal...	Positive
11481	11481	indha video va pakkum podhu yaru like takku potta	Positive
11483	11483	pakkuraddukku chinna pulla maari irukkaru namma thalaivar	Negative
11484	11484	dislike pottavanellaam thanniya kudichikkoa....illaina payarenjchina koopittukkoa....	Negative
11485	11485	pennai adimaiyakka ninaikkum inththa padam thoalvithaan adaiyum	unknown_state
11486	11486	enna da comments la orey jaathi veriya suthittu irukkuthunga	Negative
11487	11487	maapla vanakkam daa karaikudi luuuu irunthu	unknown_state
11488	11488	evanukkathu pondatti pullanu family sentiment irunta vishwasam pakka poiru mavane thalaivar kola kandula irukaru	Negative
11489	11489	semma trailer  climax super  thalaivare kalaichittanagale	Mixed_feelings
11490	11490	keerthi suresh eh poattirukkalaam,  nadigaiyar thilagam madhiri irukkum...	Positive
11491	11491	i'm thala velriyan  sema mass thala	Positive
11492	11492	neraya neraya neraya atha yarkanave nerachi poitha iruku inum yathuku kaekura iva mutta  punda	Negative
11493	11493	whatever role it is samuthira kani annan pinniduvapla.... innum neraiya role nadinga anna	Positive
11494	11494	u kena tunggu lebih lama lagi.. untuk tahu saya... chiyaan	Positive
11495	11495	oruthar meala viswasam katura naala inu oruthara yen asinga paduthuringa thala vera level	Positive
11496	11496	thalapathy 64 director lokesh kanagaraj like pannunga actor karthi like fans	Positive
11497	11497	saathigal  illaiyadi bappa ! - kulath thaalchchi uyarchchi sollal paavam         - magaagavi paarathiyaar  🥊 saathigal ullathadi bappa ! - kulath thaalchchi uyarchchi sollal paavam        - thiroupathi thiraippadam  🥊 unn samoogaththa uyarathanumnaa nee nallah puddy uzhaichchu munnukku vaa   🥊nee uyarnthaa unn kudumbam uyarum   🥊ungka ovvoru kudumbamum uyarnthaa ungka samoogam uyarum  🥊 aanaa samooga kudumbam uyara mathavan kudumbaththai seerazhiththa samoogap prachanai thaan varum  🟠  athanaala jaathi sangangal kaalatthin kattaayam . . nandri	Mixed_feelings
11498	11498	ayyo thalaiva goosebumps mattu tha end varaikkuanna vera level neenga	Positive
11499	11499	#str & rahman  hossana & thallipogathey &   now ???????	unknown_state
