	Unnamed: 0	Sentence	Label
690	690	theatre avaru show kodalla	Negative
692	692	adhu anavarata naanu agnaatanee padagalu bere yaavudaadru kannada cinema haadugalalli iddare comment maadi	Positive
693	693	no doubt edu charitre srustiso  avatharane	unknown_state
694	694	hands up..hands up...tan tan tanana..chindi guru chindi..	Negative
695	695	togari tippa kathe tumba jannagi mudi bandide	Positive
698	698	surr neevu yaake automatic kaar togobardu	Positive
699	699	idu charitre shristiso avatara....avane srimannarayana	Positive
700	700	ee haadige achcha kannadadalli sahitya barediruva nagarjuna sharma	Positive
701	701	shubhavagali avane srimannarayananige	Positive
702	702	dislike madirovur rasmika panzgalu	Negative
703	703	i saw ashwathama	Mixed_feelings
705	705	ondondu maatu chappali  hodedante ittu guru obbobru nodabekittu surr chinage huttiruva taraha aduttare namma deshadalli eshtu jana sainikaru  saaytaare avarige enagabeku tick tock like bandre saaku nanna comment allie enaadaroo tappiddare kshamisi jaii hind jaii karnataka maate	Mixed_feelings
706	706	nice move in kannada	Positive
707	707	iam vijay devara konda hater	Negative
709	709	nine sriman narayana	unknown_state
711	711	eeno problem ide nimge.... hangella eeneno ansbardu.... song 1st time ee crazy ide	Positive
714	714	namma kannada industries bere lokakke tagondu hogo seenima all the best rakshith sir	Positive
715	715	is it omg	unknown_state
716	716	from king k-i-c-h-h-a -b-o-s-s badshaha fans all d best	unknown_state
718	718	naa kanda swabhimani	Positive
719	719	@radha radha hi radha mem...uta ayta..sry month end wrk tumba jasti...free na	unknown_state
721	721	power star fans like madi	Positive
723	723	@kgf chapter 2 good	Positive
725	725	super guroonsakkattagittu video. ...	Positive
726	726	adu igala 1960 ali nadedidu doctor incident	Positive
727	727	tandhege takka maga	Positive
728	728	nanage mahabharata andare tumbane ishta....nmahaabhaaratadalli  baruva patragalu	Positive
729	729	@nandi parthasarathi nimma appa gandsa...?? 🤔🤔🤔	Negative
731	731	@nandi parthasarathi nandini nimma appa namarda ante houdene	Negative
732	732	idu beku ivatthu full happy agidivi bro  osm	Positive
734	734	@dhee pu adu acchhagannada	unknown_state
735	735	naavu iddivi nnnee haadannu cover song prepare madtaidivi nn	Positive
736	736	trailer superb pajju promotion chennagi maadi pakka blockbuster agutte	Positive
737	737	who else remembered rango???	unknown_state
738	738	yarg artha agilvo lyrics nodi	Negative
740	740	good movie... thanks die team... sorry.	Mixed_feelings
741	741	we like shanvi nwe hate sanvi	Negative
742	742	modi doing good job for new india	Mixed_feelings
743	743	@basavaraja s a aw in km. m km kmnnmn mn on	unknown_state
744	744	i love you	Positive
745	745	@nandi parthasarathi	Negative
746	746	love you darling	unknown_state
747	747	houdu huliya	unknown_state
748	748	surr nimma nirmapakara  phonepe or paytm or amazon pay akkounta number idre  kalisi... cinema nodalu aagade irodrinda duddu haktini... i missed a wonderful movie	Negative
749	749	who like rakshit shety hit like	unknown_state
751	751	super song bro.... estsari kelidaru mate kelbek ansute...	Positive
753	753	super pakka nodthini	Positive
754	754	chandan shetty troll video neevu nodi negadde idre naav guarantee	Positive
755	755	nimage sariyagi artha agtilla amaraprasada	Positive
756	756	nanu kuda ashwattamananna nodidini	Mixed_feelings
758	758	houdo huliya	Mixed_feelings
759	759	@live vijju 2.0	unknown_state
761	761	nijavaada kannadigaru like maadi ee cinema namma cinema endu gellisona	Positive
762	762	ondu muttinantha kathe iruva cinema	Positive
763	763	@prithvi nayak jai roberrt	unknown_state
764	764	dislike madidorella bevarsi tiktokers..thika urkondavre burnol kodrooo🤣🤣🤣🤣🤣🤣	Negative
765	765	dii baas abhimaanigalinda all the best	Positive
766	766	2020 blockbuster hit movie. jai karnataka	Positive
767	767	indiyaadalli chainage huttiro chakkagala tikadalli innu swalpa karapudi  aakbekittu ansutte bra	Negative
768	768	thia sundaravaada romantic mahaakaavyavaagiddu	Positive
772	772	@sudeep k n houdu huliya jaii huchcha venkata sene.......	Positive
773	773	i am watching	Mixed_feelings
775	775	@troll monster_kannada nim ammange nan hakde tunne nathangi siktale avl na vrdashramkke serstini yakandre ninge nodkollake yogyate illa adukkehogo jumper( chupper)	Negative
776	776	nais saang d baas	Positive
777	777	avatttu tiger dancenivattu handsup step	Negative
778	778	@varaprasad k k nimmayyi tulla hattava	Mixed_feelings
780	780	jai narayana jaihooooooo	Positive
782	782	ketta mele  neey buddhi barodu ...	Negative
783	783	so called dodda dodda starr nataru intaha chitragala baggenoo swalpa gamana kotre kannada chitrodyama olleya ettarakke beleyutte	Positive
785	785	thogari tippa super	Positive
786	786	it is karabu.	unknown_state
787	787	surr nimma swabhimana namma antaa eshto janakke sphurti surr.... nijavaglu neevu grate surr..... nimage solu annode illah surr yakandre neevu jeevanadalli geddu sotavaru allah surr.... sotu gedduvaru	Positive
788	788	super movie love madabardu guruuu	Positive
792	792	namma deshadalli doddadaada bandavalagalanna hoody business maadi laabha maadabekunnuvavaru bahala jana idaare laabha hechtaadashtu .sarkara income idi anta tondaregolagaaguva saadhyateyiruttadendu munde baruvudilla	Positive
793	793	an anna nivu super bidi anna nivu	Positive
794	794	ei movi pass aglile	Positive
795	795	dii baas fance like madro	Positive
796	796	@nandi parthasarathi nadiyole sule magane nam style nam ista ning yako thika uri	Negative
797	797	chandan shetty troll video neevu nodi negadde idre naav guarantee	Positive
798	798	idhe thara kannada chalanachitragalannu kodtare rakshit shettiyavara dhanyavaadagalu	Positive
799	799	super kantha	unknown_state
800	800	@manjunath mtr	Mixed_feelings
801	801	i'll lol lo	Mixed_feelings
802	802	s super chamayya mestre nimma valletana	Positive
803	803	kannadigaralli oggattu illa fanism jasthi aytu	Negative
804	804	istu helidru innu tik tok ge support madoru manushyare alla narta madkoli pls pls	Mixed_feelings
805	805	shetre shoku aathnd..	Negative
806	806	edu  muda  nabike   nama jana enu  betela	Negative
808	808	adre niv suprb bro	Positive
810	810	super movi nanu nodidini	Positive
811	811	ashvathama nali bandu nimagu meet agtare nivo wait maadi	Positive
812	812	yar guru neenu awesome	Positive
813	813	nam boss supero super	Positive
814	814	nejwad deushya torishi eg heliddu	Negative
816	816	i like super guru edu edu video andare	Positive
817	817	sundaravada kate super	Positive
818	818	avanige savilla adre evagu edana	Mixed_feelings
819	819	ondu varshakke 1or2 film madodkintha entha ondu olle film madidre kannada industry ellige ogutthe	Positive
820	820	making tumba channagide  lyrics not good	Negative
821	821	suuper saang dii baas fance support maadutteve kannada cinema ranga beleyali	Positive
822	822	super song and super singer sir	Positive
823	823	super agi ugdiya bro kittogiro bevarsigalige hege video madta iri support madta irtivi super	Negative
824	824	olleyadaagali tumba chennagide kotigobba 3 abhimani kannadigara manah.	Positive
825	825	ee daridra baddyatava tiktok nodiye namma modiyavaru byaan maadiddu guru	Negative
826	826	idu charitre srushtiso avatara nice	Positive
827	827	sir nimma thumbnail sari illannaanu ee film nodoke try madtiddini aadre bengaluralli ella kade 10	Mixed_feelings
828	828	suuper etha aagina kaaladalli suuper starr togari teepa	Positive
829	829	super  songs	Positive
830	830	tik tok nan shataa🤣🤣	Negative
831	831	1.8k dislike kottiro sulemaklu yaarappa... nim padha ondh sala mutbeku...	Negative
832	832	wow nice yavaglu keltane irbeku ansutte song	Positive
833	833	full happinest day bro becuse nange e bindu gowdan diloug kelodik agtirlila beligge aadre saku nanfrds ella avl status ne hakondu poison kuddiror tara saytidru anways tiktok byan agiddu tumbane olle kelsa and neevantu sakkatttag troll madtira bro nim voice bro	Positive
834	834	465 lashmika fans found🤣	Negative
835	835	bahushah bidugade samayadalli cinema jaahiraatugalu ondu janarige muttilla ansutte....	Negative
836	836	game name henu bro	Positive
837	837	adbuta natyadbhuta niddh philam andre nbutt nammavru gellisalla	Positive
840	840	wow  super agi helidira sir	Positive
842	842	number 1 movie	Positive
843	843	@shiva prakash kittoyta?	Negative
844	844	nev super sir	Positive
846	846	ramaa ramaa tusu rutha jaripa	Mixed_feelings
847	847	agreed virat kohli looks	unknown_state
848	848	@nandi parthasarathi mindry	unknown_state
849	849	yella ok iee aroygyake hankaraka bidi yake	Negative
850	850	only d boss ok jai kannada all movies hmmm kotigobba bittu hehehe	Negative
851	851	yavado yavado hakithira realu videos madi haki elwa edana neja agedre proove madi news ali haki	Negative
852	852	nivu. helodu sari china app ban agalebeku	Positive
853	853	masto togari tippa	Positive
854	854	preethi ge praana bidovru idara ??	Positive
856	856	enu tiktok use madorige mariyadi ela avru indian ne ala..	Negative
857	857	kannada philm history nallli eradu kaala ghatta irutte	unknown_state
858	858	ah boss ee boss antha group katobadllu.  simple jeevna ne super	Negative
859	859	pruthvi avara acting anthu nanna avarisikondu bittide .nanna friend helidda thayi sentimentalli avara acting nodi ninu emotional agthiya nodu antha.adre nanu nanu aagalla andidde.adre aa scene nodbittu nanu ankonde. evarige national award kodbeku antha.	Positive
860	860	ee chitra  kannada chitrarangakke innondu pramukha mailu	Positive
861	861	doddaballapur dha soundarya mahal nalli  havaa pakka .   ....n.. kirik party after	Positive
863	863	@ŕävîñđŕå_02_gøwđřú bro evnu venkatesh kulkarni avr comments ge reply madidane adanna odudre nin education ee flop	Negative
864	864	bro good news tiktok ban bega thika hursi sonu s gowda nagaysha bin** gowda ge	Negative
865	865	step was awesome	Positive
866	866	super sir yentha mathu nivu sir nijavada tik tok bagge thilekondirodu	Positive
868	868	english movie rango dubb maadi ro movie	unknown_state
870	870	sir enthavru jaatre dialogue	unknown_state
871	871	@kiccha vitthal hogi sudeep hale interview nodu yaarige fyaan following jaasti idaane antaa avne helidane shanda... balegaara	Negative
872	872	e game yavadu bro	Mixed_feelings
873	873	ayo mostly avarige samskruti bhase barutee ansathe	Positive
876	876	all d best from appu fans	Positive
877	877	love u   ajaneesh	unknown_state
878	878	film re realise madi	Positive
879	879	avane shriman narayana .. kudukana version..nnhay.. nimmannella yaaro olag bittiddoo..nnnun mukha nodi keltideeyaannbordu kanusta ilwa	Positive
880	880	edu charitre srustisuva avatraaa	Positive
881	881	bro nan phone thagandaginda nu aa galeej app install madilla.adre adu yavdo ragitu goditu antharalla (share it ) na delete mad de	Negative
882	882	super anna tumba chanag ugididera	Negative
883	883	lovely gichhi kyaka chindi	Negative
884	884	sasthanga namaskaar guru nale	Positive
885	885	e tara film ge ella kaitaididdu.... welcooome..... item song iro	Positive
886	886	hi sir supnhasage  eddastu kalu chachu  nanno gadae evattu nim nudigalu gottyatyu sirnur grate sir	Positive
887	887	hands up - 308k likes nbelageddu - 308k likes	Positive
888	888	hai neel (prithvi) wonderful movie dia	Positive
889	889	cinema namma kalpanegoo meeride adbutavaada preetiya loka aadare sinimaada title seleyade iruvudu ondu kaarana..	Mixed_feelings
891	891	song likers 119k and rakshit shetty nodi urkoloru (unlikers) 1.7	Negative
892	892	super movie i like it	Positive
893	893	charitre shrushtiso avatara	Positive
894	894	super   n  jaii dii baas	Positive
895	895	kathe chennagide idu  dayawittu kannada chitragalive bembala kodi	Positive
896	896	yanta jana brother nam deshakkoskara 1 app delete madoke agalva avarige	Negative
897	897	superb movie i love this movie very much	Positive
898	898	basavaraja kencharaddy	unknown_state
899	899	eno ontara chnnagide annoru like madi🤔🤔🤔🤔🤔🤔🤔🤔🤔	Positive
900	900	estu kelidru matte matte kelbeku ansutte	Positive
901	901	nkn idddu troll andre...  brow naanu tick tock ge addict agidde... butt namm deshakkinta doddalla  ee tick tock... ashte... innond vishya namm deshad roposo download maadi open maadi nodudru... avnamman  aaa kittod  munde bindu gauda... adralloo saytavle guru.... avllige enaadru maadi phone yuse  maadbaardu aaa tara troll maadi brow....  avnamman handhi tikad tara iro mootina nodakkaktilla....	Negative
902	902	super avanu helidanalla yelo galate ante avanu sikudre japli yelo togoduu odibeku tuuu.nnivu inu roste madtairi..njai creative kannadiga..	Positive
903	903	super song great song	Positive
904	904	@chandra kanth naa siggappu manithan	unknown_state
906	906	song lyrics in kannada n	unknown_state
907	907	@navya shree lo gaandu nan magne nam boss fans yavattu support madtare kano gubaald sule magane	Negative
908	908	waiting... atyadbuta katahandara	Positive
911	911	sir lahari music navru karaoke uplode madtidare new song  nivu uplode madi  lyirical song ge karaoke add madi  uplode madi	unknown_state
912	912	indian filmsnbefore asnnafter asn	unknown_state
914	914	namagella namma legendsnaa kelavaralli kaanutteve               1.vishnuvardhan-kitcha sudeep      2.daa	Mixed_feelings
915	915	rashmika fans bro	Mixed_feelings
916	916	ee haadu kelalu tumba chennagide	Positive
917	917	i am addicted malayalam version song nhands up to ajaneesh loknath and malayalam singer	Positive
918	918	bro navu arvinda tilkotidivi andre navu avrige yenadru kodbeku dodd dodd channel galige hinde dodd vyakti irtare so skip madade nodi avrigu duddu barli  .	Negative
919	919	hands upppppppp super song🥰🥰	Positive
920	920	nim songs super	Positive
921	921	guru namaskara ennu chennagi tale dhengu.sonu gowda bin*** gowda evarge ennu tale li brain ella anusutte	Positive
923	923	naanu bengalurina mumbaruva dije / nirmaapaka	Mixed_feelings
924	924	@kiran shali lye  tagadu neenu hindu dharmadwaneno athawa  cross neenu	Negative
925	925	simple star fans adoru like madi	unknown_state
926	926	rakshit . rishab	unknown_state
927	927	idu idu actually chennagirodu.🤩🤩🤩	Positive
928	928	awesome song guru	Positive
930	930	song full gicchi gili gili.....	Positive
931	931	super bro i am happy tik tok ban agidu super our modi ji super hero	Positive
932	932	bangalore ge bunny coll maadi 9743436877	Positive
934	934	super guru iam proud my india	Positive
935	935	look like a shankarnag	Mixed_feelings
936	936	pakka ee movie prajwal kerrier naa change maadutte annoru like maadi	Positive
937	937	diya is super ....movie	Positive
938	938	pruthvi avre nim acting super	Positive
939	939	enu tappilla sariyagi heliddira	Positive
940	940	enu anta gottilla	unknown_state
941	941	@creative kannadiga yaake heero heroine galige maatra abhimani agbeka naav talent ge bele kodtivi anna nimage talent ide adikke namage abhimana ide ashte🥰	Positive
942	942	like madi link share madi	unknown_state
944	944	nonsense's who all r dislike dis video....	Negative
945	945	nimage olleyadu aagali	Positive
946	946	film super.tumba kaaduva cinema	Positive
947	947	olledanna swalpa guruthisi	Negative
949	949	super song guru	Positive
951	951	we won mr stark.....🤣🤣🤣🤣🤣🤣🤣🤣	Positive
952	952	lyrics super guru.	Positive
954	954	love movie andre namm bergettiro jana laiku maadtaare hogalikenu kodtare surr but idella movie ge kodta iro like alla  ee moville iro love seane mattu love dylogue ge ashte. heroine heero ge propose madidre saaku namm jana best movie anta heltaare but movili tumba fault irutte family nodo tara iralla. diya movie tumba boaring ide family jote nodo tara illa maneli obne nodoke best movie galalli nanna prakaara diya kooda ondu. ellara acting suuper dylogue suuper but overall movie lii improvement beke beku illandre family nodalla. nbejar madkobedi idu nanna anisike ashte.	Negative
956	956	vaah!!! trailer adbhutavaagide.n	Positive
957	957	mumbai alli release madi	Mixed_feelings
958	958	@mithun kudla uppad	unknown_state
961	961	hosa prayatna chennagide	Positive
962	962	nanna prakaara cinemaada hesarina bagge innashtu gamana harisabekittu annisuttide	Negative
963	963	song karnatakadalli ella hero fans film node nodtare but pls bere languages lli promotion madi	Negative
964	964	idu charitre srushtisuva avataara....awesome	Positive
965	965	super agi hugdidiya bro	Positive
966	966	anisutte bandahaagide rachisalu hosa shasananmereyali gaganadi nimmade lanchana	Positive
967	967	@gowtham gowtham kiccha nimamman oorsoole nimammam thullige bale sigskondu keythivi hushaaru sik sikkid kade thika kodtha edre hardu oorbaglu madthivi amele doctorgu holge jaga erbardu hange keythivi beware bale pans 🤣🤪	Negative
968	968	idu paan india movie mado avashyakate itta loow budget dabba movie sangs shaata tara ide aadrunu chiled rakshit fance buildup kodtavre	Positive
969	969	naavu tik.tok use madidivi brother but	Mixed_feelings
970	970	views struck aagide guru	Negative
971	971	no bro y u asking  sorry	Mixed_feelings
972	972	ishtu bega youtube li movie bitre theotre ge enukk hogtare jana	Negative
973	973	ennu.   madu. guru eee sule magllu du. troll. na	Negative
974	974	super music avane srimannarayana movie super it movie anoru like me	Positive
975	975	nice janapada shyale	Positive
976	976	@kiccha vitthal nimma haiwan flop	Negative
977	977	best song  sooper	Positive
978	978	super comedy drama togari tippa	Positive
979	979	@lalkrishna s  holitia	Negative
980	980	guru ee desha uddhara agalla bedu bhai indian youth waste bedu	Negative
981	981	enu investigation nedithidya  ashwattama idara omg nomboke agtilla devre ashwattama nija  vaglu idre it is unbelievable god please a doctor ega idre investigation madi and a yavudho hasiru guhe andharela ali hogi nodi inu pooje madthidhara and mate avru sikidra yarigadharu please information kodi and good job nanna devaru channel	Positive
982	982	@#win 12 nodidini sir	Positive
983	983	youtube channel nalli asn release promos upload madi sir	Positive
984	984	aall dhii best nikhil kumaraswamy abhimaanigala kadeyinda ee chitra shatadinotsava acharisali endu haaraisutteve	Positive
985	985	innu kevala 1000 mechchugegalu(like)  bekide.. athi hechchu mechchugegalu(like)  padeda kannada chalanachitrada drashya geete (video haadu) aagalu nyoutube nalli..  ndinanka	Positive
987	987	@troll stupid fans heno helkodthidallla  adunna helkodo munche neenu kaltho henge irbeku antha suvar gandu anthidde ivga ninge baididke thika huritha	Negative
989	989	@amithkumar d boss fan kanda adhu bale alla kadga..yeshte adru d boss obba g*avne ge bari local (gare kelsdavru	Negative
990	990	s** tara ide	Negative
991	991	spr jaii dii baas	Positive
992	992	idu charitre srushtiso avataara	Positive
993	993	@sanjeev kumar dabba nan maga rakshith shetty	Negative
994	994	nimma vyaktitva devaranthahadu	Positive
995	995	soolemagane yengo ediya ellah kade daagar ankondu promotion madtira gaandu sulemakla daagar kano avnu darshan alla 🤦‍	Negative
996	996	channag ugide bro	unknown_state
997	997	@10 r neen hange badko avaginda yaavno balegaara ante avn hesr badkothiddiya.. hogi aa balegaaran tunne unn hogu... sumne harkollodalla	Negative
998	998	@vishal shetty neenu beedhi soole maga antha gotthu bidu.... hogi beedhili nintko....🤣	Negative
999	999	super song	Positive
1000	1000	hamsalekha feel yarige bantu like madi...	Positive
1001	1001	ajaneesh lokanatha sir nodiyo kaliyo arujuna janya	Positive
1002	1002	dilip kumar nanu kuda bro	unknown_state
1003	1003	howdu howdu howdu...	Mixed_feelings
1007	1007	randhawa movie 10 rating ide	unknown_state
1008	1008	naanu tumba ishta pado  hesaru adhu shankar.. aaa ibbaru vyaktigalu andare 1.shankar naagn2.shankar ashwath	Positive
1009	1009	100%avre dislike madirodu....	Negative
1011	1011	hands up antha rashmika goskara bardang ide	unknown_state
1012	1012	@kiccha dhf n	unknown_state
1013	1013	yellaru nkgf nodeya nalli busy eddare nallobba #trending 1 nalli busy edda nnn#avane sriman narayana	Positive
1014	1014	super agi helidera bro soooooper	Positive
1015	1015	chennagi ede song super	Positive
1016	1016	big fan - kerala	Positive
1017	1017	nijana edhu	unknown_state
1019	1019	avalu sule munde nam karnatakanrakshith avarige sahaya madinplz	Negative
1021	1021	halo diya cinema sambandhapattavaru nimma account detail kodi.. duddu haktivi please kodinplease......	Positive
1022	1022	video noddor like kodro	Positive
1023	1023	flop movie........ boring	Negative
1024	1024	idu charitre shrustiso movie agutte	Positive
1025	1025	jai modiji for tik tok ban 🥰🥰🥰	Mixed_feelings
1026	1026	yaara yaara 300k likes ge whitingn	Mixed_feelings
1027	1027	this song is similar to swag se karenge sabka swagat!!	Mixed_feelings
1028	1028	song super ede bro	Positive
1030	1030	bro game name	Mixed_feelings
1031	1031	adbutavagide avane srimannarayana chitrada haadu handsup	Positive
1032	1032	prathiyobbara jeevana da aasegalu	Positive
1033	1033	chandan shetty troll video neevu nodi negadde idre naav guarantee	Positive
1034	1034	bahala channagide ollaya sahitya ollaya sangeeta kelalu tumbane majaa barutte. shatadinotsava acharasali ee chitra.	Positive
1035	1035	bro tells about  diploma exam	Positive
1036	1036	found 806 rashmika mangannas....	Negative
1037	1037	supper agi madiddiya guru	Positive
1038	1038	chamaiah mestru avara aashirvaada yavagalu irutte nimmalli swabhimana ide aagu nimmalli ondu chhala ide	Positive
1039	1039	hidden details in trailer of asnn	unknown_state
1040	1040	sir promotions madiii ii sir bereeee language alii kannadada alii yalakadee ilaa andree thumba negative point aguteee dayavittu promotions madiiiii	Negative
1041	1041	super song lovley may song	Positive
1042	1042	pakka evrge tika hodyotanka buddi baralla	Negative
1043	1043	he need break..	Mixed_feelings
1044	1044	neeja annaa suuper 🤣🤣🤣🤣🤣🤣🤣🤣	Positive
1045	1045	howdu bro nan nodidini tv yalli barthavne	Positive
1046	1046	bro sorry ond matu nang eetara troll madodu ella ishta agtirlilla first time nimm videos nodi sakkath kushiaytu nd ur video really give a good msg	Mixed_feelings
1047	1047	annana movie tikla porki huchcha venkat audeo launch maars allina athawa neptune nallina	Positive
1049	1049	suppr movie 100% days paka	Positive
1050	1050	chandan shetty troll video neevu nodi negadde idre naav guarantee	Positive
1051	1051	kannada naadina hemmeya chitra	Positive
1052	1052	ganesh bhat -ayyeu maraaya nannage ninna maney majjige yakappa. yaaraadaru daarihekarige nidappa	Negative
1053	1053	tumba olleya mahiti niididdiiri surr dhanyavaadagalu nimage	Positive
1054	1054	idu charitre srushtiso avataara	unknown_state
1055	1055	tik tok sadegalu	Negative
1056	1056	idhu charitre srushtisuva avataara......	Positive
1058	1058	jai d bossssss	unknown_state
1059	1059	top  benki maga	Positive
1060	1060	thu nem yogyathe ge maha vishnu hesaru ettu entha movie tegitira nachige agbeku nemge	Negative
1061	1061	account details kodi sir.... love you  love you  love you	unknown_state
1062	1062	@prithvi nayak nin tulluge galeej	Negative
1063	1063	super movie yaa......	Mixed_feelings
1064	1064	nkn naavu gottala bandre nin tullare kodtivi..	Negative
1065	1065	lingaraju  m	unknown_state
1066	1066	disliked people's listn1)rashmikan2)rashmika's mothern3)rashmika's fathern4)rashmika's relativesn5)& rashmika's fans.	Negative
1067	1067	shetru always different	Mixed_feelings
1069	1069	modalu neenu dharmada baage ninagesatu gottu hellu	unknown_state
1070	1070	super super boss	Positive
1071	1071	idu charitre srushtiso kamentu..	Positive
1072	1072	yen super song guru..20 times kelde innu kelbeku anstide..bgm super	Positive
1073	1073	dhanyavaadagalu surr intavarige tumba channagi bhuddhi maatu helideera matte hinthavaru idre  innu swalpa maryaade kottu heli	Positive
1074	1074	nijvaglu  bro... nangu same hange ansbidtu.. avrdu google pay number iddidre nane ond ticket duddu kotbidana ansbidtu... nam oor theater alli e film halle illa..	Negative
1075	1075	guru ninna goskara moovina nodlilla andru rashmika mandannala goskara nodtininnjaii asn	Positive
1076	1076	nijavagiyoo idu charitre srushtiso avataara	Positive
1077	1077	nijave idhu charitre srustiso avatharane bidi	Positive
1078	1078	nijakkoo grate person	Positive
1079	1079	baay badkobeku haadu kelidare	Negative
1080	1080	thappu ella nima kelavodu dailog druva sarja thara ede sprrrr	Positive
1081	1081	@troll stupid fans nin amman thullu sulemagne gaandu nayi sulemakla mucchkondiro nim amman thullu ge devegowda du halasiro thunni hakbeku rande soole magne nayisulemagne kachada byavarsi soole rande magne nayisulemaga nim appa chaappar nan maga sulemaga	Negative
1082	1082	#dboss  darshan annana abhimaanigala kade inda all the best	Positive
1083	1083	kannadadavaragi kannada cinema hemmepaduvantaha  cinema	Positive
1084	1084	suuper adbhutavaada cinema	Positive
1085	1085	love from hindi lover	Positive
1087	1087	prajakeeya barle beku	unknown_state
1088	1088	jai d boss	unknown_state
1089	1089	yava game idu	Mixed_feelings
1090	1090	antaa dodda manushyana hotteli doddamanushyane huttodushrama jeevi surr neevu	Positive
1091	1091	bareyutta hodare idondu  sudirgha lekhanavagibidabahudeno aadare ee kshanakke ee ondu aparoopada cinemaada kuritu bareyade apurnanagalare. kelavu cinema	Positive
1092	1092	maadhari manushya	Positive
1093	1093	houdu hulia hands up	Mixed_feelings
1094	1094	saar ide tarahada jaanapada chataki hesarugalannu tilisi dayawittu	Positive
1095	1095	troll anna sariyagi upayogisthahidira. suuper	Positive
1096	1096	enn guru idu nidaanavaagi necchina geeteyaagi maaditu ..	Positive
1098	1098	asn song hansp song nice	Positive
1099	1099	sak sak thika muchrole.. aathara career change yenagalla laude nan makla hog kelsa nodi	Negative
1100	1100	moodha nambike iruvavaregoo namma desha uddaara hagalla	Negative
1101	1101	endu mareyada sahitya	Positive
1102	1102	guru supper neevu	Mixed_feelings
1103	1103	sakkath song guru	Positive
1104	1104	rakshit shetty	unknown_state
1105	1105	ede tym ge wait madta edhvi antu intu ban age bidtu	Positive
1106	1106	d.boss fans kade doddadagi wel come madtivi sir	Positive
1107	1107	@nandi parthasarathi nimma appa huchcha venkat ante houda	Negative
1109	1109	nice d baas abhimani	Positive
1110	1110	ibbaru  kallare	Positive
1112	1112	kiran kumar same here	unknown_state
1113	1113	inta kithhodda sule maklige tiktok ban agedu olled aithu	Negative
1115	1115	uppi fans next like raksith setty	Positive
1116	1116	what a making 🤭🤭🤭 suppppperrrrr rakshith shetty bro...ur a genius...nam kannada indestry and kannadigru yargu yavdhrallu kadme ella.. hatsup sir	Positive
1117	1117	@royal rumble onde ond sari kelde...nfirst time....ashtond ishta aglillanmatte matte kelta idre....nishta agta ide.... #slowpoison	Positive
1118	1118	bro e tiktok madovrna modlu thuldu sayisbeku ...nbari bildup kodo sedegale erodu bvrc galu	Negative
1119	1119	mosa maadi hoguva hudugirige idhe tara buddi kalisabeku .....#rakshithsheety come back ....	Mixed_feelings
1120	1120	anna sariyag matadidhiraa🤣......	Positive
1121	1121	paramvah music hindi?	unknown_state
1122	1122	super music ettidira e songalli.yast sala e song kelidru bejar aagolla tumba channagide.	Positive
1123	1123	bindhu sulee tiktok sadee  roast madhu ivaladhuuu full roast madeeee jai indian army	Negative
1124	1124	sakkath ag helde guru	Positive
1125	1125	karavali janarindale kannadada ghamalu	Mixed_feelings
1126	1126	super steps hands up	Positive
1128	1128	en ugdde guru adru nam janake budi barala bro tiktok elde edre saytivi antare thoo	Negative
1129	1129	@nandi parthasarathi gottu neenu cheeti tulla fan antha change madbeda	Negative
1130	1130	song is ok.. but it looks remake of tiger zinda hai  song - swag se karoonga sab ka swagath..	Negative
1131	1131	mast maga channel nalli baro anchor tharaane nimm voice idiyalla	Negative
1132	1132	bro nanu kichcha fan bro...	unknown_state
1133	1133	@vinay shivamogga **uter	unknown_state
1134	1134	by no fbi do	unknown_state
1135	1135	super guru	Positive
1136	1136	me ha video live bhaghetla ahe aj radu nako nantar	Positive
1137	1137	previous video dalli sai kumar diolauge	Positive
1138	1138	en guru song edu	Positive
1139	1139	tick tock byaan maadiddoo olle vishaya.  chainees up galella  byaan maadiddoo tumba tumba olle vishaya.	Positive
1140	1140	wow nice movie	Positive
1141	1141	🥰🥰🥰🥰super song 🥰🥰🥰🥰	Positive
1142	1142	nanug  tumba  ishta ayta	Positive
1143	1143	i am looking for hindi song...	unknown_state
1146	1146	editing yar guru 🤩	Positive
1147	1147	fake fake fake youtube	Negative
1149	1149	suvarna chanle nemge studio elva yvdo gujari jagadali madidira ade star actors agidre hege madtidra	Negative
1150	1150	suaprb movie re release plzzzz	Positive
1151	1151	super song ŕákśhíťh. bãï	Positive
1152	1152	chandan shetty troll video neevu nodi negadde idre naav guarantee	Positive
1153	1153	@aadharaamos i've heard maadeva	unknown_state
1155	1155	@v b ade	unknown_state
1157	1157	a anna car gema yavadu	Mixed_feelings
1158	1158	dhwani adalaa adhu nuttara karnatakada bhasheyalli minda nkanchina kanthada hemme	Positive
1159	1159	suuper guru vp voice ultimate	Positive
1160	1160	@naveen kumar yadav lo thamma nanu copy madidare antha yello helidini.. ratasasan movie bgm inspiration indha idhna madidare andirodhu.. nav yav telugu movie nu nodalla kannadake modala adhyathe namdhu	Negative
1161	1161	neev mado pratiyond videos galu mukake ekda tegdu oddag irutte bidi bro and nim voicenim big fan agbitidivi bro......	Positive
1162	1162	mee too sir please do consider	unknown_state
1163	1163	film benki ide gurunkannada film industry li ide tara saviraru cinema barli	Positive
1164	1164	chandan shetty troll video neevu nodi negadde idre naav guarantee	Positive
