	Unnamed: 0	Sentence	Label
3296	3296	padam polichu,, payyanmar gambeeram,, kandilleggil vannnn nashtam	Positive
3297	3297	nte ponno ...maranamass trailor....laletta it polichadukkum	Positive
3298	3298	late ayalum latest aayee ikka varuu	Positive
3299	3299	ee pattu thudanguyapozhulla baby molude smile kalakkan aaa	Positive
3300	3300	mavane kola gaandilirukke.. kollaame vidamaatte  oru megaastaar azhinjaattam ..    boss is back	Positive
3301	3301	manju chechiye jeevanu thulyam snehikkunnavaronn like adikk....	unknown_state
3303	3303	muslingalk idayilum xristhanikalk idayilum hindukalk idayilum  ivanu ore oru pereyyllu.....raja	Positive
3304	3304	yaa mone holywood getup kaathirunnath verthe aayillah bgm marana maass	Positive
3305	3305	unni mukundhantay eruppu kandal ariyam.. mookuthi avana adichu maatiyea ennu	unknown_state
3306	3306	eee oonathinu ittichhaayante oru onnonnara varavundu	Positive
3307	3307	ithrayum valiya padathinu ithu polulla paattu aano ezhuthunnathu varikal kollilla	Negative
3308	3308	action plus camera punny ariyavunnavar  malayaalam sinima undu  pinne marshell aartt‌ ariyavunnavar	Positive
3309	3309	oru itihaasa kathaykku venda paattundakkaan ithrayakku kshaamamaano?	Negative
3310	3310	ithokke kaanumbol ... entho manasinu‌ oru santhosham kaaranam njaan oru  kumbalangi carren aane...	Positive
3311	3311	lastil oru “laila may lailaa “ touch vannille bgm il 🥰🥰	Mixed_feelings
3312	3312	like - big bro cmnt - shylock🤩	unknown_state
3313	3313	ellarum ikka ikkaa...njan mathram anooo unni chettane mention cheyunnadh...unni chettante pwoli	Positive
3314	3314	iii padathil.. kottayam nannayiittu kanaan pattum .(( (manju chechi )))  (kottayam))	unknown_state
3315	3315	modijiyude veettil ivale oru 2 day kku vidaan pattoo ivale kondokke inii pattu	unknown_state
3316	3316	kottayam roundabout kando? kottayamkaaru like adi	unknown_state
3317	3317	head phonilu‍ kettaalu‍  oru thavana kettu  niru‍thaanu‍ pattilla  easong	Positive
3319	3319	eee padatthile naayakan aaraa? onnum manassilayilla	unknown_state
3320	3320	raja returns  romanjifikkeshan	unknown_state
3321	3321	iyaalkk thalakk sukham ille ayye. avanavane kondu pattunnath chey‌thaal porey	Negative
3322	3322	prithviraj poster kanditu pull evdelum kannan undonu thirakan vannavare porateeey...	unknown_state
3324	3324	oru rakshayum illa  machaane... polii ennokke  paranjaal  ithaanu  padam... kannoorkkar undengil adii like	Positive
3325	3325	enthokeyayalum... song pwoliyaanu... shreya ghoshal....  amazing legendry singer	Positive
3326	3326	ikka ingane wait cheyyippikalle mammookka fans from davangere	unknown_state
3327	3327	shine adippoliyaanu pakshe sabin eee chithratthil njettichu kalanju.........	Positive
3328	3328	malayaalathil ingane oru movie cheyyuka enna risk edutha ebrid annanu ente like	Positive
3329	3329	siddique sir	unknown_state
3330	3330	ithu nasippikkum.. enthu dialogue‌ ithu ingane parayano marakkaar..... veendum tholviyakumallo.. priyetta ingalu	Negative
3331	3331	6 adii uyaramulla bascut booal tharaam praachi teh‌lunn vannu screen keezhadakki !!!!...swapnathil polum oru naayikaykku kittaattha mass entry !	Positive
3332	3332	dialogue presentation valare mosham padam moonjaali markkaar akumo	Negative
3333	3333	masss trailer !  aalu athra  vedippalla ichiri  pishakaan   ithu  polichu adukkum  :) .  kumbalangi  !!	Positive
3334	3334	ithu kandittu eganna unlike addikan thothuthooo avoo🤔	Positive
3335	3335	achaayaan poliyaatto...   kolamaasss kalki 🥰	Positive
3336	3336	enthaannu  ariyilla... entho  onnum eee paattilekk enne  akarshikkunna pole..	Positive
3338	3338	vazhiyorangal thorum thanalayi padarchillayaay nee	unknown_state
3340	3340	immathiri kadhakalokke eduthu kalayenda kaalam kazhinju....... iniyenkilum onnu maattipidichoode laletta.....	Negative
3341	3341	avideyum ivudeyum kandlla  wt a line  song patte kayyinnu poyllooo 🤭	Negative
3342	3342	mhmmmm kasariyaaa kolaammm allatha maamagam poleiii aayalll moonchummmm	Negative
3343	3343	pattunna panikk ninna porey  mammooka...  naattichu	Negative
3344	3344	priya kuttoos nte teaser aayinankilu eppaze million views aavateenum	unknown_state
3345	3345	soooperb... trailer... nyla usha look like nadiya moidu...	Positive
3346	3346	katta local paatt....,  ithaano ithra valia  padatthinu varaan pookunna paatt..... ingane arkengilum thonniyo.....? 🤔🤔🤔🤔	Negative
3347	3347	ithilum siddikh ikka... ingerkku rust‌ illennu aavo......	unknown_state
3348	3348	ninakkokke  praanthaano  pennungalude pinnale  povan..   #checken  pwoli	Positive
3349	3349	thalli thalli kure ayallo oru padamenkilum vijayippichu kanikku kidannu thalli marikkathe	Negative
3350	3350	bomma soong kandu  kazhinju vannavar undo	unknown_state
3351	3351	enikkum ishtam aayi eee soong	Positive
3352	3352	eee filim pakuthiyum njangade avida shooting market polii poliii kottayam daaaa	Positive
3353	3353	search cheithit trailer kittunnilla inna kittiyathe	unknown_state
3354	3354	padam hitakanulla elements ellam undallo.. oru maayavi touch thoniyarunu	Positive
3356	3356	kurbana kudi randu kilo pothum vangi ponalo....athanallo achayan	unknown_state
3357	3357	karalil thakil adichu	unknown_state
3358	3358	keralathile engineering piller matram kandal thanne 100cr club il keravunatte ollu katta waiting.......	Positive
3359	3359	1:07 ikkade shareeram allanu pettennu manasilakum... orumathiri piller edith cheitha pole	unknown_state
3360	3360	valare mosham editting.. titil...  power pooyint pole.. pakshe padam thakarkatte  waiting..  ennaalum aaraa edit cheythe .  cheh.. oru oolam illa alle??, 🤦‍ laalettante okke padam trailer ingane aano cheyendathu.. 🤦‍🤦‍	Negative
3361	3361	wow...woww...wowwww...  trailer vere level ... kalakki mr ebrid shine...udane bollywood okke ninnu ningalkk viliyundaavum theercha...	Positive
3362	3362	6 munny aavaan katta veyitt cheiyunnavar like	unknown_state
3363	3363	enthaylum... oru adaar feel undu... tamil look	Positive
3364	3364	iniyangotu churunda mudiyulla penkuttikal shine chaiyanulla vakuppu undu ..!	unknown_state
3365	3365	pwolichu..oru expectationum illathondu ithu kandu kannu thallipoyi.no reksha kidukkachi..	Positive
3366	3366	kovaalan vali case kond vannnd 🤐🤐	Negative
3367	3367	moothon triler trending list varaathath enthaa ?	unknown_state
3368	3368	ithinte idaykkum aittam dance kondu tirukio? bhayankaram!!	Negative
3369	3369	shande  ee get up kandt pandathe moviesile mudi valarthiya mohanlaline orma vannavar like adikku....	unknown_state
3370	3370	lucifer film kandittu trailer kanunevar ethra paerru	unknown_state
3371	3371	immi paatt enne povan sammathikkunnilla. paatt paranjal ithu annu paatt.	Positive
3372	3372	ahaaa...nammude mukkuthi kaanandupoyathu ulsavam aakkiya chechi undallo...	unknown_state
3373	3373	padam kandathinu sheshavum treiler kaanunnavar undo...bell the botton	unknown_state
3375	3375	kannondu chollanu mindandu mindanu ... aaaa oru feel thanne thonnanu	Mixed_feelings
3376	3376	oru  mikacha thriling movie aavum	Positive
3377	3377	ithilum kidilan trailer swapnangalil maathram. reapet kaanaan‍ vannavar like adii.	unknown_state
3378	3378	pokkiriraja kazhinjit madhuarajak wait cheyunnavar like adi makkale	unknown_state
3379	3379	odiyanil kandathinekkaal vanna kuravu ittimaaniyil aanalo thonnunnathu	unknown_state
3380	3380	abhinaya chakravarty.....  ingere okke aanu aksharam thettaathe vilikkendathu.... the complete actor.....	Positive
3381	3381	ethre ennu vacha engene pottune !!!!	Negative
3382	3382	porinchoone teerkkaan neeyokke oru jenmam allah nooru jenmam vere jenikkanam	unknown_state
3383	3383	dislike adicha guhanolikalkk...nadu viral namaskaram	Negative
3384	3384	dislike  adich madkununindal9 mohanlal fanz	unknown_state
3385	3385	onnpodaaa challenge inne undo 1 hour 50 k likes annn  madhara rajj kalikann venda	Negative
3386	3386	nalla padama kandavar maathram like cheyyu	Positive
3387	3387	nte ponno.. padam oru rakshayumilla soubinikka	Positive
3388	3388	ipozhe 48 unlike samshayam illa bengalikal thanne	Negative
3389	3389	immathiri paatt aanel ethra valia mookkutthi ittaalum kaanoola	unknown_state
3391	3391	2million... one day poolumaayillaaaa. iragittt.. great lalettaa	Positive
3392	3392	oru kalandaru‍ vaa4shatilu‍ rund nooru kodi chithrangalu‍ ulla malayaalathile eaka nadanaayi mammookka..	Positive
3393	3393	vineeth aano vivek oberoi dubbing.	unknown_state
3394	3394	eathu trailer teaser vannalum kuttam kandupidikkunnavar ithuvazhi varaathe kandam vazhi oodendathaanu ithu kurachu koodiya aittam aanu mammookka	Negative
3396	3396	varan irikkunnath mass padam matram alla  comedy entertainer kudiya	Positive
3397	3397	oru onnonnara vedikkettu... kore kaalathinu shesham.	Positive
3398	3398	palakkad‌ muthal thalassery vare hedset vachu thudarchayaayi kettu thalaykku vattayi	Positive
3399	3399	100 cr aanannu antony parayaan paranju	unknown_state
3400	3400	raja raja raja madhura veera raja	unknown_state
3401	3401	madhurarajaykku lucifer inte half like polum kittillannu urappullavarkku like adikkan after # madhuraraja trailer	unknown_state
3402	3402	lucifer kanditt trailer onnoodi kaanan vannavar like adi  hvy hvy padam	Positive
3403	3403	nenjum virich slow motionil oru varavund massennonnum paranjal pora maranamass	Positive
3404	3404	dislike adichavarodu pucham maathram.. lal fansine uddeshichu maathramanennu thettidarikallu ketto🤣	unknown_state
3405	3405	aju vargheesinte police role ishtamayavar like adi	unknown_state
3406	3406	mammookkka s just vere level broo	Positive
3407	3407	ente ponnu guha pattunna panikk ninna porey	Negative
3408	3408	ittymaani trailer polichuu aarokke ittymaani fds pokunnund like adi	unknown_state
3409	3409	laletta nthna ingne komalithanam kaanikkunne kashtam	Negative
3410	3410	ennu ninte moy‌dheen leeii kannondu chollanu enna paattinte athe paatten pheel cheythavar parayu... enthaayaalum athe teamil ninnum nalla mattoru paattu koodi :-)	Mixed_feelings
3411	3411	nice song,  valare manoharamaayi gaanam chithreekarichirikkunnu  best wihews for movie crew	Positive
3413	3413	amita prethikshakal onnum illa.. annalum katta waiting	Positive
3414	3414	ichayan kasari. kiduki. porich. njgal tcr karude swagraya ahagaram	Positive
3415	3415	otavaakkil paranjaal polichu..... allaand enthaanu parayaa	Positive
3416	3416	oru nadan ennnu paranjal idhayirikkanam inghene aayirikkanam mammootty enna nadan or mahanadanakunnadhu  adheham ore cenemayilum pudhiya roopathilum bhavathilum nammal idhuvare kanantha kadhapatrangalai adhheham performance cheyyubol enikku thonunilla indian cinrmayil itrem vtysthadhayil abinayikkunna nadamar undannu. abhinayikkan aarkkum kazhuym oru valiya taramakanu famous aakanumokke kazhiyum pakshe oru nadanakaan idhehathine patooo	Positive
3417	3417	aahaa baant melam okkeyundallo ?? sambhavam kalaraayittund ...	Positive
3419	3419	maamankam industrial hit aavm ennulavar . anyone...	Positive
3420	3420	frankiee onnu vala veeshiyaal pidikkaavunnathe ullu ee psycho killere.  frankie ithethra kandittullatha.	unknown_state
3421	3421	kunjikkaaa fansss adi mone likeeee !!!! ikkaaa fanss pottiiiikkk likeeee !!!!	unknown_state
3422	3422	ennalum ithrem kashttappettu dislike adikkunnadhu enthinanavo	Mixed_feelings
3423	3423	kidilan bgm... mammokka.... poli get up sound moldulation making okke poli	Positive
3424	3424	enthonnede ithu‌, ithil samvidaanam cheytha sidikhine evideyum kaanunnilla...	Negative
3425	3425	first ee paatu kettu oru feelum ondakaathe poyanjaan koottaarante caller tune ringtonil kettu kazhinjappol aanu feel manasilaaye.... pwoli.. ippo addicted aa :d	Positive
3426	3426	mammootty orthu mathram ee pennum pillayude mookuthi kandu allenkil	unknown_state
3427	3427	13k dislike kodutha yethu mire** adaaa	unknown_state
3428	3428	chandhuvineyum pazhashiyekalum mukalil nilkan pokunna oru muthal.. chandrothe ee vellyamamma..	Positive
3429	3429	nalla parichayamulla tyoon arkengilum manassilaayo orijinal ?	Mixed_feelings
3430	3430	oru vattam kandu. inii onnude kaananam. adipoli padam	Positive
3431	3431	kidilan kidu comedy stori polichu love spr	Positive
3432	3432	mammookka fans like ivde adi makkale	unknown_state
3433	3433	ikka vere level mass bgm pwli  ikka mwth	Positive
3434	3434	monthakkonnu pottichu kannaadi eduthu kaanichu kodukku‌ molle. appo kaanum mookkutthi.	unknown_state
3435	3435	#mavane kola gaandilirukke.. kollaame vidamaatte..   oru megaastaar azhinjaattam..    #shylock 2020*once apon a time there was a kallan & police	Positive
3436	3436	ikka masalla marana massa ikka fansullavar likadicholu	Positive
3437	3437	ithu kandittu mr fraud nte second  part‌ pole thonniyathu enikku maathram aano	unknown_state
3438	3438	voiceatokke ikka kasargod muthal tirupanantapuram vare	Positive
3439	3439	mr consistant mamooka ishtam ....oroo padavum ethra koli nedi ennthil alla marich janamansil ethikkuntila karym...ikka	unknown_state
3440	3440	pavam super hittakum yennu karuthunnavar thazhae kodukkorulike	unknown_state
3441	3441	inii aadi teerkkaan enthu kathapathram  undu ellaam eee kaikalil bhadram....	Positive
3442	3442	megaastaar mammookka phaans‌ ivide come on	unknown_state
3443	3443	ithil mammookkayude mukavum shabdhavum mathrame ullu  body mattarudeyo annennu thonnunnu  entho evideyo ....	Mixed_feelings
3444	3444	enikku parayaanullath eee sinimayude nirmmathaavinodaanu ... puram naattil ninnu oru kuttiye malayaalathilekku abhinayikkaan kondu varumbol minimum avar dharichu varunna aabharanangalenkilum ningal sookshikkendathaanu. ... inii athinu budhimuttaanenkil kalanju poya vasthukkal thirichedutthu kodukkaan ningal baadhyastharaanu ....  eee kutty ippol malayaalathinu purame hindi , tamil ennee bhashakalilaayi mookkutthi thedi paattu paadi nadakkunna oru avastha athu valare vishamakaramaanu....  ithippol kandillennu nadichaal naale mattu palarkkum ithu sambhavichennu varaam..... athu malayalasinimaykku thanne theera kalankamaavaan edayullathinaalum aaa kuttiyude dukkham sahikkaan kazhiyaathathukonduo parayukaanu athonnu pariharichu kodukkanam saar....	Negative
3445	3445	ettante  padavum  ikkaante  padavum  orumichu    wow  katta  waiting	Positive
3446	3446	inii malayaala sinimayil kvalitti prodaktukalude kaalamaan.	Positive
3447	3447	e padam thetreyil poyi kannum enu     ullavar evidya oru like adichidu	unknown_state
3448	3448	thalaivaaaaa  views nokan ratri 2manik alaramvechenitu rajada pillaru triple stronganu theliyikum wait	Positive
3449	3449	dileepetta njan kathirikkunnu santaye kanan mass all marana mass alla athukkum mele trailor polichu	Positive
3450	3450	attunott kaathirunnaanu brahmanda sinimayile aadya soong kandathu, ithinekkaal phaar phaar bettar aayirunnu pazhasshiraajayile paattukal.. ealpicha jolie shreya nannayi cheythittundu, eenam kollilla lyric‌shh kollilla, drishyangal theere kollilla, verum masala nilavaaram	Negative
3451	3451	karyangalkoru theerumanam aya sthithik cash kalayunnilla.. odiyan	unknown_state
3452	3452	joshiy yenna per nangal ikka fansn oru vikaram aan	Positive
3453	3453	tovino machante katta fans adikk like	unknown_state
3454	3454	ittichanu ellah vijayaashamsakalum nerunnu.. oru mammookka phaan	Positive
3455	3455	katta waiting...   like cheyyyyy	Positive
3456	3456	raakshasan poloru sinima malayaalathil varaan ellah chans kaanunnu	Positive
3457	3457	box office il ithinte karyam onnum parayanilla but oru nalla cinema aayirikum athilupari nivin ile nadane unarthunna cinemayum aayirikkum!	Positive
3458	3458	enna oru feel olla trailer	Positive
3459	3459	ikka dance kalakki ishttam pettu pinne shailok moovi ingane step edamo	Positive
3460	3460	ente eeshwara enthoru feeling ulla song	Positive
3461	3461	malayaalam ariyaathavar allengil malayaala sinima ishtta pedaatthavar aanu anlaik cheythittullathu	Positive
3462	3462	shylock vs big brother kidilan fan base troll viidiyoo ishtamaakum urappu	unknown_state
3463	3463	0:29 santa helmet vechekku illengil erinjidum	unknown_state
3464	3464	ellaathilum blog ezhuthi abhipraayam parayunna mohanlal nrc lum caa lum vaa thurannitilla .... eee padam ethra nallathaanelum kaanaan theatre il varilla ....	Negative
3465	3465	enta ponno oru rakshayum illa powli	Positive
3467	3467	evide lucifer  nte trailer rocord nte aduthu polum kandilla	unknown_state
3468	3468	nta daivamme ....ponnu laletta  ningal muthannu	Positive
3469	3469	kuthiyirunn dislike adikkand	Negative
3470	3470	gambeeeeeeeeeeram.	Positive
3471	3471	aaroo oraal allah njangalude eattan  #katta_waiting	unknown_state
3472	3472	chankurappulla ikka fans vaa 21 nu charithram kurikkum	unknown_state
3473	3473	192k views and 196k likes masmarikam	Positive
3474	3474	kola gaandilirukken  mavvane... kollaame vidamaatten  ente ponnikka... njangaleyang kollu	unknown_state
3475	3475	that laugh ente ponnu ikkaa powlichu	Positive
3476	3476	enthokke paranjalum paattu super anuu ...veendum veendum kelkan thonunna nalla song anuuu....	Positive
3478	3478	enthoke paranjalum anu mol dhileepettanu nallonam cherunnund	Positive
3479	3479	ettan fens undo undel edh pever aayi	unknown_state
3480	3480	saaho kandilla engilum vendaa eee padam urappayittum kaananam	Positive
3481	3481	ippozhum eee pattum cinema eshtappedunnavar.  nokki nikkathe like button kutthi pottikk  kumblangi ishttam	unknown_state
3482	3482	eeee cinema thanna venuchettan muthaaan muthumaniyaanu	Positive
3483	3483	veettil ullorude  koode pooyi eee cinima kaanal  nadakkilla nalla vesham	Negative
3484	3484	peranba luu nritham cheythu sathath indiaye motham karayippicha mahaa nadante adutha vesha pakarcha.nritham cheythu chirippikjan arcum pattum. kaarayippikkan oru range venam.	Positive
3485	3485	kollaam, bgm nice aayi sacred gamesil ninnu adichu maateetindu.	Negative
3486	3486	padam kaanunnathinn mumb vere feel.. kand kazhinjitt paatt kelkumbol vere feel... what a magical song..	Positive
3487	3487	ithokke valla school pillerodum pooyi para saare..   ejjati mass dialogue.athu kettappo keriya colmyer ithu vare erangi poyittilla..   big brother mass aanu.. manassum aanu...ittimaanikku shesham ejjati gettu upp‌ chenchu‌ laletta..   phram poojapura sooman lfa....andi mukk shaakha..	Negative
3489	3489	ithrayum nalla oru trailer kittiyittum viewsinte avastha shojaneeyam thanne.	Mixed_feelings
3490	3490	eppozhum eee manushyanu  filiminodulla passion kanumbol ann hooo hats off mammukkka	Positive
3491	3491	pazhassi raja poloru padam pratheekshikkunnu. from unni-ikka combo	unknown_state
3492	3492	manju chechi kalakki......malayaala sinimayile ekkaalatheyum mikacha nadimaarikaril oraal ....jeevithathil neritta agnipareekshakale  thantedam kondu  athijeevichu nischayadaadyam onnu kondu maathram veendum vijayathinte athyunnathiyilekku  nadannaduttha preeya manju chechi.....	Positive
3493	3493	5m ill oru 100 njaan ittu	unknown_state
3494	3494	avalude kavilathu onnu pottikada uve appo kaanum avalude mookkutthi	unknown_state
3495	3495	sinima kandathinu sheshavum triler kaanaan vannavar kamoon ivide	unknown_state
3496	3496	enth moonjiya padam oombiya kadha parachil avante konathile padam	Negative
3497	3497	ival ikyaavan seerialil undaayirunna aaa pennalle?susheel.	unknown_state
3498	3498	malayaalathilu‍ ennaano parannu ulla idi okke ozhivaakkunnath..	Mixed_feelings
3500	3500	age on reverse gear enety ikka	unknown_state
3501	3501	laletta oru rakshayumilla.. fdfs locked.. katta lalettan fan	Positive
3502	3502	film hitayalum floppayalum trailerinirikate oru kuthirappavan	Positive
3503	3503	appo 21 kanum   uff poli item	Positive
3504	3504	ithu polikkum makkale... adipoli moovi ayirikkum ellaarumkaanaane	Positive
3506	3506	naalu bengaalikal vijaarcha theerunate ullu ninte japan epic!	Positive
3507	3507	ikkayudea look istham ayavar ividea like adikk 🤘	unknown_state
3508	3508	trailer kandittu shahrukh khante ‘fan’ moviede story orma vannathu enikku mathram aano??🤔🤔	Mixed_feelings
3509	3509	sathyam paranja oombiya triler  yojikkunnavar maathram like‌ button njekkiyaal mathi	unknown_state
3510	3510	laalettante interview :kunhali marakkar, lucifer 2, ittimaani,	unknown_state
3511	3511	rajadhiraja model cinema aano, agne feel chynu, laletta ithe minichekene,	Mixed_feelings
3512	3512	ikka da makale set traler nxt hit for ikka 4 ina row now	Positive
3513	3513	aaa  adipoli english aanallo..  ennaa oru chaayakudicho..  enna dialogue ozhivaakkeerunnel kidu editting akumaayirunnu..   edakkulla dialogue thudakkathile aaa phloo angu pooyi,	Mixed_feelings
3514	3514	malayala cinema kku ithippo adi poli kaalamanallo, ella padangalum poliyanu ee aduthide irangunnathu	Positive
3515	3515	jojuvettan immade gadia eee padam polichadukkum	Positive
3516	3516	history about mamangam	unknown_state
3517	3517	love you lalettan aarokke thathikettiyalum thazhilla ee rajavu	Positive
3518	3518	malayaala sinimayude bhaavi nivin poolii enna nadanta kaiyyil surakshitam	Positive
3519	3519	unni ettaa inii onnum nokkanda orennam vaangichu kodukku..... illel naanam keduthum.....	unknown_state
3520	3520	laaletan fans undenkil  like adikku.ikka fans comment cheyyu..aaarkanu kooduthal fans ennu nokkaamm	unknown_state
3521	3521	njan ikka fan aaan!  lalettante oru nalla thirichu varav pratheekshikunnu......rajuvettan direction super aayittund!	Positive
3523	3523	anashwarak vere padam onnum kittiyille ennu aalochichu nikkuvaayirunnu... anashwara polikkum	Positive
3525	3525	ithu njangal polichadukkum. love you latetta.....	Positive
3526	3526	#chill like #bhasi . ethi pollikum	Positive
3527	3527	porinchu mariyam jose teamile ellah amgangalkkum oru all the best... prathyekichum njangade swaasoottikk oru paadu uyarangalil athattennu aathmaarthamaayi praarthikkunnu....	Positive
3529	3529	aaraa eee swaasika.. ithil angane oraalundo..?	unknown_state
3530	3530	ithu eathu bhasha shivane eathu jilla 🤔🤔🤔🤔🤔🤔🤔	unknown_state
3531	3531	cinema kandu adipwli aayrnnuuuu njn oru ettan fan aanu pakshe enik ishtapettu jai super	Positive
3532	3532	dislike adicha verum 10k   m@.nmar  aarde fans aanenn parayandellooo	Negative
3533	3533	marakkar arabikkadalinte simham njaan enthayaalum kaanum	Positive
3534	3534	onnil kooduthal thavana ee trailer kanda mahanmar undengil adi monne like....njan ulpede	unknown_state
3535	3535	enikk oru 10 like taroo plz	unknown_state
3536	3536	anganeyaan kunjaalimaraykkaar pinne eathu bhaashayaan parayunnath namboothiri bhasha veno ithu kunhalimaraykkaar aanu	Positive
3537	3537	bhasha slang muzhuvan shokamaanallo... issath allah, iiizzathhu aanu.	Negative
3538	3538	eee oonam ettanum pillerum ingu edukkuvaanu  #eattan uyir	Positive
3539	3539	ee trailerile scenes kure onnum padathil illa	unknown_state
3540	3540	mammookka & ajai vasudev!!!  marana mass combination!!!  eee combo ishtamullava4 oru like thannitt poyaalmathi	unknown_state
3541	3541	ithiloke vannu dislike adikunnavane okke namikanam	Positive
3542	3542	dileepine kandappozhe interest poyavarkk ivide like cheyyaam	unknown_state
3543	3543	padam kandu kazhinju oru whats up status thappi vannathaanu.. shammi heero aanu heero	unknown_state
3544	3544	ikka fans etra per und evide.	unknown_state
3545	3545	shoo ennaalum aaa mookkutthi evide pooyi🤔	unknown_state
3546	3546	vannu vannu vannu avan vannu.... *ithreyum naalum kaathirunnathu eee asuranu vendi..*🤩🤩🤩  *ijjati lukk‌ ente mammookka*  *ufff... cant wait to watch..*	Positive
3547	3547	baa kanichutharam.... ithinu valiya bharam onnum illallo	unknown_state
3548	3548	3. 5 k dislike nalla kuru pottal anallo chorichil maraan wyt cheyee december 14 vere ellavarudeyum chorichill maati theraaam	Negative
3549	3549	1:45 enta ponooo ..ota peru mammootty...	Positive
3550	3550	oru rakshayum illa ikka ingal yendhon manusyanaaa itihasam	Positive
3551	3551	katta eattan phaans‌ adii like	unknown_state
3552	3552	pratheekshkal venda hype vekanda padam super akate ennoru prarthana matram	Positive
3554	3554	adipoli   padam #odiyan istam	Positive
3555	3555	orupad kazhiv undayitum enth kondo evadem ethaathe poya oru manushyanaaan nammude abikka.shane inte innathe valarcha kaanumpo ath kaanan abikka undaayurunnenkil enn sherikkum agrahich povaaa.jeevichiripundayirunnenkil orupaad perkkulla abikkaade marupadi aayirunnene ee magan	Positive
3556	3556	pwolii #varunetta #girishetta #manuchetta kalakkii   ennalum #vaishnav ne evdelum oru minnayam pole kaanikaarn   any way waiting for movie	Mixed_feelings
3557	3557	nta ponnu ikkaaee manushyanu age onnum oru preshnavum alaa	Positive
3558	3558	ithaan ikkane megaaastar aakith ikka uyirrrr	Positive
3559	3559	ithu polikkum ennaa thonnunnathu .... ennaa release .....	Positive
3561	3561	shaammikk shesham nxt psycho ravi padmanaabhan.	unknown_state
3562	3562	malayaalla sangeetha shilpikalk ithenthu pati, ithra budhimutti ivanmarenthina ith polathe paattoke undakunath, nalla varikallum eennavum kitunillenkil ee prahasanam ozhivakikoode	Negative
3563	3563	cinema iragiyittum view cheyyunnavar like adi	unknown_state
3564	3564	jayasuriya vijaya babu combination after aadu movie.	Positive
3565	3565	vineeth ettan polichu ennulavar like adi	unknown_state
3566	3566	maargamkali kaanaan vendi njaan 25 thavanaykku mukalil kandu kazhinju. laal majik.	Positive
3567	3567	teaser erangunnathinu randu divasam munpe dislike. enthu pediyaanu mone	Negative
3568	3568	uyiril thodum thalir viralaavane nee arike nadakkane alayum chudukaattinu koottinayaay namoru naal kinakkudilil chennanayumirunilaavalayay  aarum kaanaa hridayathaaramathil uruki naamannarum kelkka pranayaajaalakatha palavuru parayumo  uyiril thodum kulir viralaayidaam njaan arike nadannidaam alayum chudukaattinu koottinayaay namoru naal kinakkudilil  chennanayumirunilaavalayay aarum kaanaa hridayathaaramathil uruki naamannarum kelkka pranayaajaalakatha  palavuru parayumo  vazhiyorangal thorum thanalaayee padarchilla nee kudayaay nivarnnoo nee novaaraathe thoraathe peyke thuzhayolangal pooll niin kadavathonnu njaan thottu melle kaatte…	unknown_state
3569	3569	adutha masterpiece aavum mammookkayude  prithvi	unknown_state
3570	3570	mass...mass..mass......mass ka boss,,.   sheylock ufffff....	Positive
3571	3571	aarum kaana hridaya...... awfff what a line	Positive
3572	3572	prthwiraj ulla karyam twist ayi poyi	unknown_state
3573	3573	super waiting ikka fans like idh madhura raja daaaa	Positive
3574	3574	lucifer kandu kidilol kidilam ippo katta waiting for raja	Positive
3575	3575	ithilum bhayankara suspense aayi mammukka police aayirikuo	unknown_state
3576	3576	hoow ingane oru paatt undakkaan orupaadu kashtappettu kaanum..	Negative
3577	3577	kapada vaarthakalil vanchitharaavaruth... mamangam  kanda oru saadharana prekshakante abhipraayam ariyaan	unknown_state
3578	3578	enth myrado ithu bgm super pinne umbiya diologukalum	Negative
3579	3579	nivin pauly haters please step back...  inii achaayante oru pootthu vilayaattam kandu aaswadippin... 🥰	Positive
3580	3580	wowww.. malayalam cinema vere level aayi	Positive
3581	3581	e trailer 5 il kooduthal kandavar like	unknown_state
3582	3582	eee triler kandappol vrudhanmaare sookshikkuka philim oorma vannavarundo...	unknown_state
3583	3583	all the best from a katta ettan fan	Positive
3584	3584	mamangam moonchi inii ithu enthaavumo entho...	Negative
3585	3585	padam kandu. no words oru rakshayum illa gireesh ad thakarthu  waiting for your next movie camera pollichutta cast ellaarum thakarthu... kurachu naalukalkku shesham kanda oru manoharamaaya chithram 100% noustalgic entertainer	Positive
3586	3586	bgm pora. slow mo shotsinokke kgf pole terror bgm venam. ithile shots okke pwolii aanu. bgm oru mathiri pokkiriraja pole aayi poyiii	Mixed_feelings
3587	3587	neerali backilekk mari ninnollu karanam verunnath abrahaminte pidithama athil neerali churungi pokum..#abrahaminte_santhathikal rise up. ..padam blockbuster hit aavum aavum	Negative
3588	3588	ithinte munnil paavam madhuraraja entu aakumo ento... mikkavarum sugar koodi chaakum madhura-raja ... paavam mammunni...	Negative
3589	3589	aahaa enganeyum mundu udukkaamo ? oonam special	unknown_state
3590	3590	paatt pole thanne padavum mookk kuthathirunnal mathiyarunnu aaa ilayarajaye elpippichu koodaayirunno	Negative
3591	3591	lalaten fan onnu ange like poratta	unknown_state
3592	3592	mammukkaane nokki irunnittu kandathu unniyettante kalippu lukk‌	unknown_state
